title,author,date,abstract,column,url
Column: Bunny from hell; don’t skimp on legit adoptions,Trey Ross,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/110767/opinions/column-bunny-from-hell-dont-skimp-on-legit-adoptions/
Column: Incoming eatery appropriates and discriminates,Genesis Lara,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/105427/opinions/column-incoming-eatery-appropriates-and-discriminates/
Column: We’re at a loss for teachers and a desire to become one,Greg Castro,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/101380/opinions/column-were-at-a-loss-for-teachers-and-a-desire-to-become-one/
"Column: Black Lives Matter is NOT a hate group, Fox",Jacob Winkelman,"September 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/124182/opinions/column-black-lives-matter-is-not-a-hate-group-fox/
Column: Is divorcing gender and race from class hindering productive discussion on all three? Possibly.,Martin Forstrom,"September 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/122195/opinions/column-is-divorcing-gender-and-race-from-class-hindering-productive-discussion-on-all-three-possibly/
"Column: With Mexico in close proximity, why aren’t more students interested in getting to know our neighbor to the south?",Genesis Lara,"September 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/137663/opinions/column-with-mexico-in-close-proximity-why-arent-more-students-interested-in-getting-to-know-our-neighbor-to-the-south/
Column: GOP alienates minority voters by targeting “anchor babies”,Hailey Dickson,"September 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/113425/opinions/column-gop-alienates-minority-voters-by-targeting-anchor-babies/
Column: College Scorecard is useless data dump,Maddie Pickens,"September 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/118227/opinions/column-college-scorecard-is-useless-data-dump/
Column: Loud music and raucous atmosphere here to stay at college campus restaurants,Justice Amarillas,"September 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/143078/opinions/column-loud-music-and-raucous-atmosphere-here-to-stay-at-college-campus-restaurants/
"Column: Reruns, remakes and recycling: the death of Hollywood’s creative",Daniel Geffre,"September 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/101731/opinions/column-reruns-remakes-and-recycling-the-death-of-hollywoods-creative/
"Column: Met casts white Othello, completely alters tone of play",Graham Place,"September 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/144899/opinions/column-met-casts-white-othello-completely-alters-tone-of-play/
Column: Zero tolerance policies at schools fail to address real issues,Apoorva Bhaskara,"September 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/115591/opinions/column-zero-tolerance-policies-at-schools-fail-to-address-real-issues/
"Column: GOP candidates create new language, “American”, confound nation",Jacob Winkelman,"September 28, 2015",N/A,Opinion,https://wildcat.arizona.edu/117745/opinions/column-gop-candidates-create-new-language-american-confound-nation/
Column: Pope bridges gap between secular and religious perspectives to engage in social issues,Ashleigh Horowitz,"September 28, 2015",N/A,Opinion,https://wildcat.arizona.edu/110834/opinions/column-pope-bridges-gap-between-secular-and-religious-perspectives-to-engage-in-social-issues/
Letter to the Editor: UA college of public health irresponsibly tied to quackery,Taylor Hermes,"September 28, 2015",N/A,Opinion,https://wildcat.arizona.edu/116145/opinions/letter-to-the-editor-ua-college-of-public-health-irresponsibly-tied-to-quackery/
Blog: Diversity requirement simply not enough to cover problems of gender,Martin Forstrom,"September 24, 2015",N/A,Opinion,https://wildcat.arizona.edu/126209/opinions/blog-diversity-requirement-simply-not-enough-to-cover-problems-of-gender/
Column: College of Engineering not doing enough to round its students,Graham Place,"September 24, 2015",N/A,Opinion,https://wildcat.arizona.edu/110731/opinions/column-college-of-engineering-not-doing-enough-to-round-its-students/
Column: Baseball saved by the existence of fantasy leagues,Daniel Geffre,"September 24, 2015",N/A,Opinion,https://wildcat.arizona.edu/126767/opinions/column-baseball-saved-by-the-existence-of-fantasy-leagues/
"Column: Privatized prisons more prone to riots, mismanagement",Cooper Temple,"September 24, 2015",N/A,Opinion,https://wildcat.arizona.edu/105956/opinions/column-privatized-prisons-more-prone-to-riots-mismanagement/
Letter to the Editor: Student regents,Jared Gorshe,"September 24, 2015",N/A,Opinion,https://wildcat.arizona.edu/142187/opinions/letter-to-the-editor-student-regents/
Column: Real pumpkin doesn’t add enough spice to latte,Justice Amarillas,"September 23, 2015",N/A,Opinion,https://wildcat.arizona.edu/113398/opinions/column-real-pumpkin-doesnt-add-enough-spice-to-latte/
Community Chatter: What’s the word on the street about gen-ed discussions?,Justice Amarillas,"September 22, 2015",N/A,Opinion,https://wildcat.arizona.edu/103628/opinions/community-chatter-whats-the-word-on-the-street-about-gen-ed-discussions/
Column: Texas teen booked at school over islamophobia,Cooper Temple,"September 21, 2015",N/A,Opinion,https://wildcat.arizona.edu/123640/opinions/column-texas-teen-booked-at-school-over-islamophobia/
Column: How to walk away with Emmys,Nick Havey,"September 21, 2015",N/A,Opinion,https://wildcat.arizona.edu/116035/opinions/column-how-to-walk-away-with-emmys/
Column: Ride or die states approve right to die measure,Apoorva Bhaskara,"September 21, 2015",N/A,Opinion,https://wildcat.arizona.edu/107437/opinions/column-ride-or-die-states-approve-right-to-die-measure/
Column: Bilingual Broadcaster Busts Norms,Maddie Pickens,"September 21, 2015",N/A,Opinion,https://wildcat.arizona.edu/144518/opinions/column-bilingual-broadcaster-busts-norms/
Column: Mass shooters serial problem in Generation Y,Greg Castro,"September 21, 2015",N/A,Opinion,https://wildcat.arizona.edu/124024/opinions/column-mass-shooters-serial-problem-in-generation-y/
Column: Trinity Presbyterian’s friend request from Jesus just seems desperate,Greg Castro,"September 15, 2015",N/A,Opinion,https://wildcat.arizona.edu/112105/opinions/column-trinity-presbyterians-friend-request-from-jesus-just-seems-desperate/
Column: Sierra Tucson rehabilitation center prioritizes profit over patient care,Ashleigh Horowitz,"September 10, 2015",N/A,Opinion,https://wildcat.arizona.edu/130186/opinions/column-sierra-tucson-rehabilitation-center-prioritizes-profit-over-patient-care/
Column: Tinder-esque politics app is exactly what America needs,Graham Place,"September 10, 2015",N/A,Opinion,https://wildcat.arizona.edu/141951/opinions/column-tinder-esque-politics-app-is-exactly-what-america-needs/
Column: Let’s take the M out of GMOs,Apoorva Bhaskara,"September 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/128717/opinions/column-lets-take-the-m-out-of-gmos/
Column: What happens on Twitter stays on Twitter in politics,Maddie Pickens,"September 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/141704/opinions/column-what-happens-on-twitter-stays-on-twitter-in-politics/
Column: Upcoming “Stonewall” film lacks diversity,Jacob Winkelman,"September 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/104868/opinions/column-upcoming-stonewall-film-lacks-diversity/
Column: US obligated to help Syrian Refugees,Hailey Dickson,"September 4, 2015",N/A,Opinion,https://wildcat.arizona.edu/112205/opinions/column-us-obligated-to-help-syrian-refugees/
Column: It’s time to rave about bad drug policy,Trey Ross,"September 4, 2015",N/A,Opinion,https://wildcat.arizona.edu/138095/opinions/column-its-time-to-rave-about-bad-drug-policy/
Column: Avoiding appropriation: Leave the yoga pants at home,Apoorva Bhaskara,"September 4, 2015",N/A,Opinion,https://wildcat.arizona.edu/145957/opinions/column-avoiding-appropriation-leave-the-yoga-pants-at-home/
Column: Let’s shut the blinds on Windows 10,Justice Amarillas,"September 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/145425/opinions/column-lets-shut-the-blinds-on-windows-10/
Column: Marijuana legalization good for education,Ashleigh Horowitz,"September 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/146525/opinions/column-marijuana-legalization-good-for-education/
Column: Wiz Khalifa’s arrest is an overreaction,Nick Havey,"September 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/102992/opinions/column-wiz-khalifas-arrest-is-an-overreaction/
Column: Invisible disabilities have visible fall out,Genesis Lara,"September 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/124453/opinions/column-invisible-disabilities-have-visible-fall-out/
Column: Iran deal an important step toward peace in the Middle East,Cooper Temple,"August 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/125460/opinions/column-iran-deal-an-important-step-toward-peace-in-the-middle-east/
Column: Time to laugh at critics of female comedians,Greg Castro,"August 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/138272/opinions/column-time-to-laugh-at-critics-of-female-comedians/
Column: Citizenship a constitutional right for children of the undocumented,Maddie Pickens,"August 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/134928/opinions/column-citizenship-a-constitutional-right-for-children-of-the-undocumented/
Column: A Prime time for better conditions at Amazon,Jacob Winkelman,"August 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/140981/opinions/column-a-prime-time-for-better-conditions-at-amazon/
Column: Campus evangelists overstep their bounds,Talya Jaffe,"August 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/120127/opinions/column-campus-evangelists-overstep-their-bounds/
Column: “Female Viagra” not a feminist victory,Hailey Dickson,"August 28, 2015",N/A,Opinion,https://wildcat.arizona.edu/129702/opinions/column-female-viagra-not-a-feminist-victory/
Column: Capitalism isn’t the Bad Guy,Wyatt Conoly,"August 27, 2015",N/A,Opinion,https://wildcat.arizona.edu/139849/opinions/column-capitalism-isnt-the-bad-guy/
Column: I literally can’t with sorority recruitment videos,Trey Ross,"August 27, 2015",N/A,Opinion,https://wildcat.arizona.edu/140457/opinions/column-i-literally-cant-with-sorority-recruitment-videos/
Column: Side Action Aside: the Real Problem with the Ashley Madison Scandal,Nick Havey,"August 27, 2015",N/A,Opinion,https://wildcat.arizona.edu/117298/opinions/column-side-action-aside-the-real-problem-with-the-ashley-madison-scandal/
Column: Autonomous Vehicles Are The Future – But You’ll Never Own One,Graham Place,"August 26, 2015",N/A,Opinion,https://wildcat.arizona.edu/116399/opinions/column-autonomous-vehicles-are-the-future-but-youll-never-own-one/
ABOR president Eileen Klein offers advice,Eileen Klein,"August 26, 2015",N/A,Opinion,https://wildcat.arizona.edu/128174/opinions/abor-president-eileen-klein-offers-advice/
Column: Black Lives Matter protestors miss the point,Martin Forstrom,"August 26, 2015",N/A,Opinion,https://wildcat.arizona.edu/125218/opinions/column-black-lives-matter-protestors-miss-the-point/
A heart-to-Hart with UA President,Ann Weaver Hart,"August 26, 2015",N/A,Opinion,https://wildcat.arizona.edu/143604/opinions/a-heart-to-hart-with-ua-president/
Column: Islamophobia a Detriment to GOP,Cooper Temple,"August 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/114232/opinions/column-islamophobia-a-detriment-to-gop/
Column: Quit Humoring Trump’s Temper Tantrums,Maddie Pickens,"August 24, 2015",N/A,Opinion,https://wildcat.arizona.edu/124741/opinions/column-quit-humoring-trumps-temper-tantrums/
Column: Female frisbee players deserve respect,Elizabeth Hannah,"August 23, 2015",N/A,Opinion,https://wildcat.arizona.edu/121248/opinions/column-female-frisbee-players-deserve-respect/
Column: Tradition isn’t trendy,Nick Havey,"August 23, 2015",N/A,Opinion,https://wildcat.arizona.edu/117549/opinions/column-tradition-isnt-trendy/
Column: Bernie still a long shot,Greg Castro,"August 23, 2015",N/A,Opinion,https://wildcat.arizona.edu/106519/opinions/column-bernie-still-a-long-shot/
Voter ID laws threaten democratic process,Tanner Jean-Louis,"August 10, 2015",N/A,Opinion,https://wildcat.arizona.edu/100545/opinions/voter-id-laws-threaten-democratic-process/
Assessing the value of internships,Greg Castro,"August 10, 2015",N/A,Opinion,https://wildcat.arizona.edu/106458/opinions/assessing-the-value-of-internships/
"Hammond death goes silent, unnoticed.",Nick Havey,"August 10, 2015",N/A,Opinion,https://wildcat.arizona.edu/124562/opinions/hammond-death-goes-silent-unnoticed/
Safety over rights when encountering police,Tanner Jean-Louis,"August 6, 2015",N/A,Opinion,https://wildcat.arizona.edu/102855/opinions/safety-over-rights-when-encountering-police/
Breakthrough Listen intensifies search for alien life,Greg Castro,"August 6, 2015",N/A,Opinion,https://wildcat.arizona.edu/119107/opinions/breakthrough-listen-intensifies-search-for-alien-life/
Academic pressure impacts mental health,Nick Havey,"August 6, 2015",N/A,Opinion,https://wildcat.arizona.edu/125032/opinions/academic-pressure-impacts-mental-health/
Lessons to learn before partying at UA,Nick Havey,"July 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/139623/opinions/lessons-to-learn-before-partying-at-ua/
Embrace change while at UA,Tanner Jean-Louis,"July 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/102321/opinions/embrace-change-while-at-ua/
UA delivers top tier results,Greg Castro,"July 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/134942/opinions/ua-delivers-top-tier-results/
"Independence means solitude, which is a good thing",Greg Castro,"July 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/110704/opinions/independence-means-solitude-which-is-a-good-thing/
You can change your major,Nick Havey,"July 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/142410/opinions/you-can-change-your-major/
Sonoran landscape great for academic escape,Tanner Jean-Louis,"July 29, 2015",N/A,Opinion,https://wildcat.arizona.edu/128468/opinions/sonoran-landscape-great-for-academic-escape/
Race in America,Tanner Jean-Louis,"July 22, 2015",N/A,Opinion,https://wildcat.arizona.edu/106173/opinions/race-in-america/
A problematic Atticus Finch: continuity and circumstance,Greg Castro,"July 22, 2015",N/A,Opinion,https://wildcat.arizona.edu/105612/opinions/a-problematic-atticus-finch-continuity-and-circumstance/
C****er Barrel petition bungles racial sensitivity,Nick Havey,"July 22, 2015",N/A,Opinion,https://wildcat.arizona.edu/114417/opinions/cer-barrel-petition-bungles-racial-sensitivity/
Privatized prisons indicate corrupt system,Tanner Jean-Louis,"July 16, 2015",N/A,Opinion,https://wildcat.arizona.edu/134441/opinions/privatized-prisons-indicate-corrupt-system/
Art and the artist: Cosby and a dark history of rape,Greg Castro,"July 16, 2015",N/A,Opinion,https://wildcat.arizona.edu/133397/opinions/art-and-the-artist-cosby-and-a-dark-history-of-rape/
LGBTQ rights in the race for president,Nick Havey,"July 16, 2015",N/A,Opinion,https://wildcat.arizona.edu/120766/opinions/lgbtq-rights-in-the-race-for-president/
